Player,Season,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,WS/48
Patrick Patterson,2016-17,PF,TOR,65,8,24.6,2.4,5.9,0.401,1.4,3.9,0.372,0.9,2,0.458,0.523,0.7,0.9,0.717,1,3.6,4.5,1.2,0.6,0.4,0.6,1.8,6.8,10.8,0.542,0.659,0.156,4.4,16.3,10.4,6.6,1.3,1.2,8.5,12.5,3.3,0.1
Chris Paul,2016-17,PG,LAC,61,61,31.5,6.1,12.9,0.476,2,5,0.411,4.1,7.9,0.518,0.555,3.8,4.3,0.892,0.7,4.3,5,9.2,2,0.1,2.4,2.4,18.1,26.2,0.614,0.385,0.331,2.4,15,8.8,46.8,3.1,0.3,14,24.4,10.6,0.264
Adreian Payne,2016-17,PF,MIN,18,0,7.5,1.3,3,0.426,0.2,0.8,0.2,1.1,2.2,0.513,0.454,0.8,1.1,0.737,0.5,1.3,1.8,0.4,0.4,0.4,0.4,1.8,3.5,14.4,0.505,0.278,0.352,7.7,21,14.3,8,3,4.4,11.4,23.1,0.2,0.086
Cameron Payne,2016-17,PG,TOT,31,0,14.9,2.1,6.2,0.332,0.9,2.8,0.314,1.2,3.5,0.346,0.402,0.2,0.3,0.625,0.1,1.5,1.5,1.8,0.5,0.1,0.9,1.7,5.2,5.5,0.407,0.446,0.041,0.7,10.7,5.7,17.7,1.5,0.7,12.9,20.9,-0.3,-0.035
Elfrid Payton,2016-17,PG,ORL,82,58,29.4,5.2,11.1,0.471,0.5,1.8,0.274,4.8,9.3,0.509,0.493,1.8,2.6,0.692,1.1,3.6,4.7,6.5,1.1,0.5,2.2,2.2,12.8,17.2,0.52,0.16,0.231,3.9,13.9,8.7,35.7,1.8,1.3,15,21.6,4.4,0.088
Gary Payton II,2016-17,PG,MIL,6,0,16.5,1.3,3.7,0.364,0.2,1.5,0.111,1.2,2.2,0.538,0.386,0.5,0.8,0.6,0,2,2,2.2,0.5,0.7,1.7,1.5,3.3,4.5,0.413,0.409,0.227,0,14,7.1,18.1,1.5,3.6,29.2,15.8,-0.2,-0.074
Paul Pierce,2016-17,SF,LAC,25,7,11.1,1.1,2.8,0.4,0.6,1.7,0.349,0.5,1.1,0.481,0.507,0.4,0.5,0.769,0,1.9,1.9,0.4,0.2,0.2,0.6,1.6,3.2,5.7,0.535,0.614,0.186,0.4,18.5,9.7,5,0.7,1.5,17.4,14.8,0.1,0.015
Marshall Plumlee,2016-17,C,NYK,21,1,8.1,0.8,1.4,0.533,0,0,,0.8,1.4,0.533,0.533,0.4,0.9,0.421,1.1,1.3,2.4,0.5,0.2,0.2,0.6,1.1,1.9,10.9,0.521,0,0.633,14.5,17.8,16.2,8.1,1.2,1.9,23.8,12.8,0.2,0.048
Mason Plumlee,2016-17,C,TOT,81,64,26.5,4.1,7.7,0.536,0,0.1,0,4.1,7.6,0.541,0.536,2.1,3.7,0.58,2.1,5.4,7.5,3.5,0.9,1.1,1.7,2.8,10.4,18.1,0.558,0.01,0.482,8.8,22.4,15.6,19.8,1.6,3.4,15.1,18.1,6,0.135
Miles Plumlee,2016-17,C,TOT,45,12,10.8,1,2,0.478,0,0,,1,2,0.478,0.478,0.6,0.9,0.641,0.8,1.3,2.1,0.5,0.4,0.3,0.7,1.6,2.5,8.4,0.518,0,0.424,9,13.3,11.1,6.1,1.9,2.4,21.6,13.1,0.5,0.045
Jakob Poeltl,2016-17,C,TOR,54,4,11.6,1.2,2.1,0.583,0,0,,1.2,2.1,0.583,0.583,0.6,1.1,0.544,1.4,1.6,3.1,0.2,0.3,0.4,0.5,2.1,3.1,12.2,0.589,0,0.496,14.1,15.7,14.9,2.7,1.4,2.8,17.2,12.1,1.6,0.125
Otto Porter Jr.,2016-17,SF,WAS,80,80,32.6,5.2,10,0.516,1.9,4.3,0.434,3.3,5.8,0.576,0.608,1.2,1.5,0.832,1.5,5,6.4,1.5,1.5,0.5,0.6,2.4,13.4,17.3,0.628,0.425,0.148,5.1,17.1,11.1,6.7,2.2,1.3,4.9,15.1,9.4,0.173
Bobby Portis,2016-17,PF,CHI,64,13,15.6,2.9,5.9,0.488,0.5,1.5,0.333,2.4,4.4,0.541,0.531,0.6,0.9,0.661,1.2,3.5,4.6,0.5,0.3,0.2,0.6,1.5,6.8,14.9,0.545,0.256,0.157,8,24,16,5.7,0.8,0.9,8.4,19.1,2.4,0.114
Kristaps Porziņģis,2016-17,PF,NYK,66,65,32.8,6.7,14.9,0.45,1.7,4.8,0.357,5,10.2,0.493,0.507,3,3.8,0.786,1.7,5.5,7.2,1.5,0.7,2,1.8,3.7,18.1,17.4,0.546,0.319,0.256,5.5,18.2,11.8,7.3,1.1,4.9,9.7,24.3,4.5,0.1
Dwight Powell,2016-17,C,DAL,77,3,17.3,2.5,4.9,0.515,0.3,1,0.284,2.2,3.9,0.571,0.542,1.4,1.8,0.759,1.2,2.8,4,0.6,0.8,0.5,0.4,1.8,6.7,17.6,0.588,0.196,0.374,7.7,19.5,13.3,6.1,2.4,2.6,7.2,16.7,4.6,0.165
Norman Powell,2016-17,SG,TOR,76,18,18,3,6.7,0.449,0.7,2.3,0.324,2.3,4.4,0.514,0.504,1.7,2.1,0.792,0.3,1.9,2.2,1.1,0.7,0.2,0.9,1.7,8.4,14,0.552,0.342,0.314,2.2,11.8,7,9.3,1.9,0.9,10.8,21.1,2.8,0.097
Alex Poythress,2016-17,PF,PHI,6,1,26.2,4.2,9,0.463,1,3.2,0.316,3.2,5.8,0.543,0.519,1.3,1.7,0.8,1.8,3,4.8,0.8,0.5,0.3,0.5,2.3,10.7,13.2,0.548,0.352,0.185,7.7,12.7,10.2,5.1,0.9,1,4.9,16.9,0.3,0.099
Ronnie Price,2016-17,PG,PHO,14,0,9.6,0.3,1.7,0.167,0.2,1.2,0.176,0.1,0.5,0.143,0.229,0.2,0.3,0.75,0.2,0.6,0.8,1.3,0.8,0.1,0.2,1,1,5.9,0.272,0.708,0.167,2.4,6.7,4.5,16.9,3.9,0.6,10.4,9,0,0.002
Taurean Prince,2016-17,SF,ATL,59,10,16.6,1.9,4.8,0.4,0.6,1.7,0.324,1.4,3.1,0.443,0.458,1.3,1.6,0.787,0.4,2.2,2.7,0.9,0.7,0.5,1,1.6,5.7,9.8,0.513,0.358,0.33,2.8,14.6,8.8,8.4,2.2,2.4,15.7,17.2,1.1,0.054
Tim Quarterman,2016-17,SG,POR,16,0,5,0.8,1.8,0.448,0.3,0.8,0.385,0.5,1,0.5,0.534,0,0.2,0,0.3,0.6,0.9,0.7,0.1,0.2,0.7,0.4,1.9,10.2,0.511,0.448,0.103,5.5,13.9,9.7,21.1,1.2,3,26.6,22.8,-0.1,-0.044
Chasson Randle,2016-17,PG,TOT,26,0,11.5,1.5,3.8,0.408,0.6,1.8,0.34,0.9,2,0.471,0.49,1.6,1.7,0.953,0.2,1,1.2,1.3,0.3,0.1,0.7,1.5,5.3,13.6,0.586,0.48,0.439,2.2,9.4,5.8,16.8,1.5,0.5,14,19.7,0.7,0.106
Julius Randle,2016-17,PF,LAL,74,73,28.8,5.1,10.4,0.488,0.2,0.9,0.27,4.9,9.6,0.507,0.499,2.8,3.8,0.723,2,6.6,8.6,3.6,0.7,0.5,2.3,3.4,13.2,16.3,0.543,0.082,0.365,7.4,25.8,16.3,19.3,1.1,1.4,16.2,21.4,3.5,0.08
Zach Randolph,2016-17,PF,MEM,73,5,24.5,5.9,13.2,0.449,0.3,1.3,0.223,5.6,11.9,0.474,0.46,1.9,2.6,0.731,2.5,5.7,8.2,1.7,0.5,0.1,1.4,1.9,14.1,18.5,0.49,0.098,0.2,11.3,27.4,19.2,13.5,1.1,0.5,8.6,29.2,3.2,0.086
J.J. Redick,2016-17,SG,LAC,78,78,28.2,5.1,11.4,0.445,2.6,6,0.429,2.5,5.4,0.462,0.558,2.3,2.6,0.891,0.1,2.1,2.2,1.4,0.7,0.2,1.3,1.6,15,14.8,0.599,0.526,0.227,0.6,7.9,4.4,7.8,1.2,0.5,9.1,22,4.8,0.105
Willie Reed,2016-17,C,MIA,71,5,14.5,2.3,4,0.568,0,0.1,0.25,2.3,4,0.573,0.57,0.7,1.2,0.557,1.8,2.9,4.7,0.4,0.3,0.7,0.4,1.9,5.3,17.1,0.578,0.014,0.309,13.7,22,17.8,3.9,0.9,3.6,8.7,15.3,3.6,0.168
Josh Richardson,2016-17,SG,MIA,53,34,30.5,3.8,9.7,0.394,1.4,4.3,0.33,2.4,5.4,0.444,0.467,1.1,1.5,0.779,0.7,2.5,3.2,2.6,1.1,0.7,1.2,2.5,10.2,10.7,0.493,0.442,0.15,2.4,9.2,5.8,12.7,1.9,1.9,10.6,16.8,2.2,0.066
Malachi Richardson,2016-17,SG,SAC,22,0,9,1.3,3.1,0.412,0.4,1.3,0.286,0.9,1.8,0.5,0.471,0.7,0.9,0.789,0.1,0.9,1,0.5,0.2,0,0.4,1,3.6,9.6,0.517,0.412,0.279,1.8,11.5,6.7,8.7,1.3,0.5,9.5,19.3,0.1,0.028
Austin Rivers,2016-17,SG,LAC,74,29,27.8,4.4,9.9,0.442,1.5,4,0.371,2.9,5.8,0.491,0.518,1.8,2.6,0.691,0.3,1.9,2.2,2.8,0.6,0.1,1.6,2.5,12,11.4,0.545,0.409,0.261,1.1,7.5,4.4,15,1.2,0.4,12.4,20.3,2.5,0.059
Andre Roberson,2016-17,SF,OKC,79,79,30.1,2.7,5.9,0.464,0.6,2.3,0.245,2.2,3.5,0.609,0.513,0.6,1.4,0.423,1.2,3.9,5.1,1,1.2,1,0.6,2.6,6.6,9.6,0.51,0.397,0.24,4.6,14.2,9.4,4.6,1.9,2.7,9.1,10.1,4.2,0.085
Brian Roberts,2016-17,PG,CHO,41,2,10.1,1.1,3,0.377,0.4,1.1,0.386,0.7,1.9,0.372,0.447,0.8,1,0.846,0.1,0.8,1,1.3,0.2,0,0.6,0.4,3.5,9.8,0.51,0.361,0.32,1.3,9,5.2,18.7,1.1,0.2,15.7,17.9,0.2,0.028
Glenn Robinson III,2016-17,SF,IND,69,27,20.7,2.3,4.9,0.467,0.7,1.8,0.392,1.6,3.1,0.512,0.54,0.8,1.1,0.711,0.8,2.7,3.6,0.7,0.6,0.3,0.5,0.9,6.1,11.5,0.564,0.37,0.225,4.5,14.7,9.7,4.7,1.4,1.2,9.1,12.8,2.5,0.085
Thomas Robinson,2016-17,PF,LAL,48,1,11.7,2.2,4.1,0.536,0,0,0,2.2,4.1,0.538,0.536,0.6,1.4,0.47,1.8,2.9,4.6,0.6,0.5,0.2,1,1.6,5,17.3,0.535,0.005,0.337,15.8,28.1,21.8,8.8,2.3,1.3,17,20.7,0.9,0.079
Sergio Rodríguez,2016-17,PG,PHI,68,30,22.3,3.1,7.9,0.392,1.4,3.7,0.365,1.7,4.2,0.415,0.478,0.3,0.4,0.667,0.3,2,2.3,5.1,0.7,0.1,1.9,1.4,7.8,11.1,0.484,0.47,0.05,1.5,9.9,5.7,35.4,1.6,0.2,18.9,19.3,0.7,0.023
Rajon Rondo,2016-17,PG,CHI,69,42,26.7,3.3,8.1,0.408,0.7,1.9,0.376,2.6,6.2,0.418,0.453,0.4,0.7,0.6,1.1,4.1,5.1,6.7,1.4,0.2,2.4,2.1,7.8,13.6,0.461,0.237,0.089,4.2,16.6,10.4,37,2.7,0.5,22.5,17.8,2.3,0.06
Derrick Rose,2016-17,PG,NYK,64,64,32.5,7.2,15.3,0.471,0.2,0.9,0.217,7,14.3,0.487,0.477,3.5,4,0.874,1,2.8,3.8,4.4,0.7,0.3,2.3,1.3,18,17,0.53,0.061,0.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,3,0.068
Terrence Ross,2016-17,SF,TOT,78,24,25.1,4.2,9.6,0.437,1.8,5,0.363,2.4,4.6,0.518,0.532,0.8,1,0.831,0.2,2.4,2.6,1.1,1.1,0.4,0.9,1.8,11,13.4,0.55,0.524,0.103,1,10.8,5.9,7.1,2.2,1.4,8,19.3,3.5,0.086
Terry Rozier,2016-17,PG,BOS,74,0,17.1,2,5.6,0.367,0.8,2.4,0.318,1.3,3.1,0.405,0.437,0.7,0.9,0.773,0.5,2.5,3.1,1.8,0.6,0.1,0.6,0.9,5.5,10.9,0.466,0.436,0.161,3.6,16.3,10,15.2,1.8,0.7,9.7,17.1,1.4,0.054
Ricky Rubio,2016-17,PG,MIN,75,75,32.9,3.5,8.7,0.402,0.8,2.6,0.306,2.7,6.1,0.443,0.448,3.4,3.8,0.891,0.9,3.2,4.1,9.1,1.7,0.1,2.6,2.7,11.1,16.8,0.539,0.302,0.438,3.2,11.4,7.2,38.9,2.6,0.3,20.1,17.4,6.1,0.119
Damjan Rudež,2016-17,SF,ORL,45,0,7,0.7,2,0.352,0.4,1.4,0.313,0.2,0.5,0.458,0.466,0,0,,0.1,0.4,0.6,0.4,0.3,0,0.2,0.7,1.8,6.3,0.466,0.727,0,1.7,7.1,4.3,9.2,1.9,0.3,9.3,13.6,0.1,0.008
Brandon Rush,2016-17,SG,MIN,47,33,21.9,1.5,4,0.374,0.9,2.4,0.386,0.6,1.6,0.356,0.492,0.3,0.4,0.722,0.3,1.8,2.1,1,0.5,0.5,0.6,0.9,4.2,6.6,0.505,0.61,0.096,1.8,9.5,5.6,5.8,1.1,1.9,12.6,9.6,0.4,0.019
D'Angelo Russell,2016-17,PG,LAL,63,60,28.7,5.6,13.8,0.405,2.1,6.1,0.352,3.4,7.7,0.447,0.483,2.3,3,0.782,0.5,3,3.5,4.8,1.4,0.3,2.8,2.1,15.6,15.3,0.518,0.443,0.217,1.8,11.9,6.7,26.8,2.3,0.7,15.6,26.6,1.3,0.033
Domantas Sabonis,2016-17,PF,OKC,81,66,20.1,2.4,5.9,0.399,0.6,2,0.321,1.7,4,0.438,0.452,0.5,0.8,0.657,0.6,3,3.6,1,0.5,0.4,1,2.5,5.9,6.9,0.469,0.331,0.139,3.1,16.4,9.8,7.2,1.2,1.6,14,15.4,0.8,0.022
Larry Sanders,2016-17,C,CLE,5,0,2.6,0.2,0.8,0.25,0,0,,0.2,0.8,0.25,0.25,0.4,0.4,1,0.6,0.2,0.8,0,0.2,0.2,0.4,1,0.8,6.5,0.41,0,0.5,26.3,8.2,17,0,3.8,6.2,29.1,23.6,0,-0.029
Dario Šarić,2016-17,PF,PHI,81,36,26.3,4.7,11.4,0.411,1.3,4.2,0.311,3.4,7.2,0.469,0.468,2.1,2.7,0.782,1.4,5,6.3,2.2,0.7,0.4,2.3,2,12.8,12.8,0.508,0.368,0.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,1,0.023
Tomáš Satoranský,2016-17,SG,WAS,57,3,12.6,1.1,2.6,0.415,0.2,0.6,0.243,0.9,1.9,0.473,0.446,0.4,0.6,0.697,0.4,1,1.5,1.6,0.5,0.1,0.7,1.1,2.7,8.5,0.477,0.252,0.224,3.9,9.1,6.5,16.7,1.8,0.7,19,12.1,0.6,0.04
Dennis Schröder,2016-17,PG,ATL,79,78,31.5,6.9,15.4,0.451,1.3,3.7,0.34,5.7,11.6,0.487,0.493,2.8,3.2,0.855,0.5,2.6,3.1,6.3,0.9,0.2,3.3,1.9,17.9,16.1,0.533,0.242,0.21,1.9,9,5.5,35.5,1.5,0.6,16.3,27.8,3.7,0.071
Luis Scola,2016-17,PF,BRK,36,1,12.8,2,4.2,0.47,0.5,1.4,0.34,1.5,2.8,0.535,0.526,0.7,1,0.676,1.4,2.4,3.9,1,0.4,0.1,0.9,1.8,5.1,13.9,0.55,0.331,0.245,11.9,19.9,16,12.7,1.4,0.7,16.9,18.7,0.8,0.082
Mike Scott,2016-17,PF,ATL,18,0,10.8,0.9,3.3,0.288,0.2,1.5,0.148,0.7,1.8,0.406,0.322,0.4,0.4,0.875,0.6,1.5,2.1,0.9,0.2,0.2,0.4,0.7,2.5,5.9,0.36,0.458,0.136,5.7,15,10.4,12.5,1,1.3,11.3,15.8,-0.1,-0.014
Thabo Sefolosha,2016-17,SF,ATL,62,42,25.7,2.8,6.4,0.441,0.7,1.9,0.342,2.1,4.4,0.484,0.492,0.9,1.2,0.733,0.9,3.5,4.4,1.7,1.5,0.5,0.9,1.6,7.2,11.9,0.519,0.304,0.19,3.8,14.7,9.3,9.9,3,1.7,11.9,13.3,3.3,0.098
Wayne Selden,2016-17,SG,TOT,14,5,16.9,1.8,4.1,0.431,0.5,2,0.25,1.3,2.1,0.6,0.491,1,1.6,0.636,0.1,1.1,1.1,0.9,0.4,0.1,0.9,1.3,5.1,6.9,0.525,0.483,0.379,0.5,7.2,3.8,8.5,1.3,0.4,15.1,15.3,0.1,0.016
Kevin Séraphin,2016-17,PF,IND,49,3,11.4,2.2,4,0.551,0,0,0,2.2,4,0.556,0.551,0.3,0.4,0.636,0.8,2.1,2.9,0.5,0.1,0.4,0.6,1.3,4.7,14.4,0.559,0.01,0.111,8.3,20,14.3,6.7,0.6,3.1,12.3,19,1,0.082
Ramon Sessions,2016-17,PG,CHO,50,1,16.2,2,5.3,0.38,0.4,1.2,0.339,1.6,4,0.393,0.42,1.8,2.4,0.771,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,6.2,12.4,0.495,0.236,0.449,1.5,8.5,4.9,24.2,1.7,0.3,12.7,20.1,0.9,0.055
Iman Shumpert,2016-17,SG,CLE,76,31,25.5,2.6,6.4,0.411,1.2,3.4,0.36,1.4,3,0.469,0.507,0.9,1.2,0.789,0.5,2.4,2.9,1.4,0.8,0.4,1,2,7.5,9,0.536,0.534,0.184,2.3,9.9,6.2,7.8,1.6,1.1,12.9,14,2,0.05
Pascal Siakam,2016-17,PF,TOR,55,38,15.6,1.9,3.7,0.502,0,0.1,0.143,1.9,3.6,0.515,0.505,0.4,0.6,0.688,1.2,2.2,3.4,0.3,0.5,0.8,0.6,2,4.2,11.5,0.523,0.034,0.156,8.4,15.9,12.2,2.9,1.5,4.5,13.1,13.1,1.6,0.089
Jonathon Simmons,2016-17,SG,SAS,78,8,17.8,2.3,5.4,0.42,0.4,1.3,0.294,1.9,4.1,0.461,0.456,1.3,1.7,0.75,0.3,1.8,2.1,1.6,0.6,0.3,1,1.9,6.2,9.9,0.504,0.242,0.314,1.7,11.1,6.5,13.2,1.7,1.5,13.7,18,2,0.068
Kyle Singler,2016-17,SF,OKC,32,2,12,1.1,2.6,0.41,0.2,1.2,0.189,0.8,1.4,0.587,0.452,0.4,0.5,0.765,0.3,1.3,1.5,0.3,0.2,0.2,0.3,0.9,2.8,5.9,0.486,0.446,0.205,2.3,11.5,6.9,3.2,0.9,1,10.8,11.2,0.3,0.034
Marcus Smart,2016-17,SG,BOS,79,24,30.4,3.4,9.5,0.359,1.2,4.2,0.283,2.2,5.3,0.42,0.422,2.6,3.2,0.812,1,2.9,3.9,4.6,1.6,0.4,2,2.4,10.6,12,0.486,0.443,0.334,3.7,10.4,7.1,22,2.6,1.2,15.6,18.8,3.2,0.064
Ish Smith,2016-17,PG,DET,81,32,24.1,4.1,9.2,0.439,0.3,1.3,0.267,3.7,8,0.467,0.458,0.9,1.3,0.706,0.3,2.6,2.9,5.2,0.8,0.4,1.4,1.6,9.4,14.7,0.477,0.14,0.136,1.1,12.4,6.6,32.5,1.6,1.4,12.4,20.5,3.1,0.076
J.R. Smith,2016-17,SG,CLE,41,35,29,3,8.7,0.346,2.3,6.6,0.351,0.7,2.1,0.329,0.479,0.2,0.4,0.667,0.4,2.3,2.8,1.5,1,0.3,0.6,1.9,8.6,8.1,0.484,0.761,0.042,1.6,8.6,5.2,7.3,1.7,0.7,6.7,14.6,0.8,0.034
Jason Smith,2016-17,C,WAS,74,3,14.4,2.4,4.4,0.529,0.5,1.1,0.474,1.9,3.4,0.546,0.585,0.5,0.7,0.686,0.9,2.6,3.5,0.5,0.3,0.7,0.8,2.3,5.7,13.6,0.598,0.237,0.155,6.8,20.4,13.6,5,1,4.2,14.2,16.7,2.3,0.103
Tony Snell,2016-17,SG,MIL,80,80,29.2,3.1,6.8,0.455,1.8,4.4,0.406,1.3,2.3,0.548,0.588,0.6,0.7,0.81,0.3,2.8,3.1,1.2,0.7,0.2,0.7,1.6,8.5,9.7,0.603,0.656,0.107,1.1,11.1,6.2,5.9,1.2,0.5,8.8,12.1,3.4,0.071
Marreese Speights,2016-17,C,LAC,82,2,15.7,3,6.7,0.445,1.3,3.4,0.372,1.7,3.3,0.52,0.539,1.5,1.7,0.876,1.1,3.5,4.5,0.8,0.3,0.5,0.8,2.8,8.7,17.5,0.584,0.505,0.25,7.9,24.1,16.2,8,0.9,2.6,10.2,23.6,4.2,0.155
Tiago Splitter,2016-17,C,PHI,8,0,9.5,1.8,3.9,0.452,0.3,0.8,0.333,1.5,3.1,0.48,0.484,1.1,1.4,0.818,1,1.8,2.8,0.5,0.1,0.1,0.8,1,4.9,15,0.544,0.194,0.355,11.6,20.3,15.9,8.9,0.6,1,14.3,23.9,0.1,0.072
Nik Stauskas,2016-17,SG,PHI,80,27,27.4,3.1,7.9,0.396,1.7,4.5,0.368,1.5,3.4,0.433,0.5,1.5,1.9,0.813,0.3,2.6,2.8,2.4,0.6,0.4,1.6,1.8,9.5,9,0.54,0.566,0.237,1.1,10.3,5.7,12.9,1,1.2,15.5,16.4,1.4,0.031
Lance Stephenson,2016-17,SG,TOT,18,0,20.1,3,6.7,0.45,0.3,1.1,0.3,2.7,5.6,0.48,0.475,0.4,0.7,0.615,0.2,2.7,2.9,3.3,0.3,0.2,1.4,1.8,6.8,9.6,0.485,0.167,0.108,1.2,14.8,8,24.8,0.7,0.7,17.1,18.7,0.1,0.008
Jarnell Stokes,2016-17,C,DEN,2,0,3.5,0.5,0.5,1,0,0,,0.5,0.5,1,1,0.5,1,0.5,0.5,0.5,1,1,0.5,0,0,1.5,1.5,31.5,0.798,0,2,15.9,15.6,15.8,40.1,7,0,0,11.4,0.1,0.48
Diamond Stone,2016-17,C,LAC,7,0,3.4,0.4,1.9,0.231,0,0,,0.4,1.9,0.231,0.231,0.6,0.6,1,0.1,0.7,0.9,0,0,0.1,0.3,0.7,1.4,-1.2,0.339,0,0.308,4.8,22.7,14,0,0,3.4,11.9,31.3,-0.1,-0.211
Rodney Stuckey,2016-17,PG,IND,39,0,17.8,2.3,6.3,0.373,0.5,1.5,0.317,1.8,4.7,0.391,0.412,2.1,2.7,0.748,0.2,2,2.2,2.2,0.4,0,1.4,1.1,7.2,9.5,0.483,0.246,0.439,1,12.4,6.8,17.7,1.2,0,15.4,22.2,-0.1,-0.006
Jared Sullinger,2016-17,PF,TOR,11,1,10.7,1.4,4.3,0.319,0.3,1.6,0.167,1.1,2.6,0.414,0.351,0.4,0.7,0.5,0.9,1.5,2.5,0.3,0.4,0.1,0.4,1.5,3.4,6,0.366,0.383,0.17,9.6,16.3,12.9,3.7,1.7,0.7,7.3,20.7,-0.1,-0.031
Edy Tavares,2016-17,C,TOT,2,0,14,2,2.5,0.8,0,0,,2,2.5,0.8,0.8,0,1.5,0,2,3.5,5.5,0.5,0,3,1,1.5,4,21.3,0.633,0,0.6,16.3,26.8,21.6,5.1,0,17.3,24,13.2,0.1,0.15
Isaiah Taylor,2016-17,PG,HOU,4,0,13,0.3,1.8,0.143,0,0.5,0,0.3,1.3,0.2,0.143,0.3,0.5,0.5,0.3,0.5,0.8,0.8,0.3,0.3,0,1.5,0.8,0.3,0.19,0.286,0.286,2.1,4.2,3.1,7.1,0.9,1.6,0,6.4,0,-0.028
Jeff Teague,2016-17,PG,IND,82,82,32.4,4.9,11.1,0.442,1.1,3.1,0.357,3.8,8,0.475,0.492,4.4,5.1,0.867,0.4,3.6,4,7.8,1.2,0.4,2.6,2,15.3,19.2,0.574,0.277,0.457,1.4,12.4,7,36.4,1.9,1.1,16.5,22.1,8.1,0.146
Mirza Teletović,2016-17,PF,MIL,70,2,16.2,2.2,6,0.373,1.5,4.4,0.341,0.7,1.6,0.46,0.498,0.5,0.6,0.778,0.2,2.2,2.3,0.7,0.2,0.2,0.5,1.6,6.4,8.8,0.515,0.73,0.108,1.1,15.4,8.3,6.4,0.5,1,7.8,19.1,0.6,0.025
Garrett Temple,2016-17,SG,SAC,65,21,26.6,2.8,6.6,0.424,1.3,3.4,0.373,1.6,3.3,0.476,0.519,0.9,1.1,0.784,0.5,2.3,2.8,2.6,1.3,0.4,1.2,2.2,7.8,11.2,0.545,0.509,0.171,2.2,10.1,6.2,14.4,2.5,1.5,14.4,14.2,2.2,0.061
Jason Terry,2016-17,SG,MIL,74,0,18.4,1.4,3.3,0.432,1,2.3,0.427,0.4,1,0.444,0.582,0.3,0.4,0.828,0.2,1.2,1.4,1.3,0.6,0.3,0.5,1.3,4.1,9.1,0.6,0.704,0.119,1.3,7.7,4.5,9.9,1.7,1.3,12.3,9.8,2.1,0.075
Isaiah Thomas,2016-17,PG,BOS,76,76,33.8,9,19.4,0.463,3.2,8.5,0.379,5.8,10.9,0.528,0.546,7.8,8.5,0.909,0.6,2.1,2.7,5.9,0.9,0.2,2.8,2.2,28.9,26.5,0.625,0.439,0.441,1.9,7,4.4,32.5,1.4,0.4,10.7,34,12.5,0.234
Lance Thomas,2016-17,PF,NYK,46,15,21,2.1,5.3,0.398,0.8,1.8,0.447,1.3,3.5,0.371,0.475,0.9,1.1,0.843,0.7,2.4,3.1,0.8,0.5,0.1,0.5,1.8,6,8.4,0.516,0.348,0.209,3.5,12.3,7.9,5,1.1,0.4,8.6,13.1,0.9,0.046
Hollis Thompson,2016-17,SG,TOT,40,9,18.8,1.9,5,0.385,0.8,2.4,0.337,1.1,2.6,0.429,0.465,0.5,0.7,0.655,0.5,2.3,2.8,0.9,0.5,0.2,0.3,1.7,5.1,7.9,0.482,0.475,0.145,2.8,13.5,8.1,6.8,1.3,0.6,4.9,13,0.7,0.047
Klay Thompson,2016-17,SG,GSW,78,78,34,8.3,17.6,0.468,3.4,8.3,0.414,4.8,9.3,0.516,0.565,2.4,2.8,0.853,0.6,3,3.7,2.1,0.8,0.5,1.6,1.8,22.3,17.4,0.592,0.47,0.158,2.2,9.2,5.9,9.3,1.2,1.2,8,26.1,7.1,0.129
Tristan Thompson,2016-17,C,CLE,78,78,29.9,3.4,5.6,0.6,0,0,0,3.4,5.6,0.604,0.6,1.4,2.7,0.498,3.7,5.5,9.2,1,0.5,1.1,0.8,2.3,8.1,15.3,0.594,0.007,0.487,13.9,19.6,16.9,4.6,0.8,2.9,10.8,11.3,7.3,0.149
Marcus Thornton,2016-17,SG,WAS,33,1,17.4,2.5,6.4,0.4,0.8,2.4,0.35,1.7,3.9,0.431,0.467,0.7,0.8,0.852,0.7,1.6,2.3,1.2,0.6,0.1,0.8,1.5,6.6,10.4,0.494,0.381,0.129,4.3,10.5,7.5,10.1,1.6,0.4,10.1,18.7,0.5,0.042
Mike Tobey,2016-17,C,CHO,2,0,12.5,0.5,2,0.25,0,0,,0.5,2,0.25,0.25,0,0,,1,0.5,1.5,0.5,0,0,0.5,1,1,-0.1,0.25,0,0,8.7,4.4,6.6,5.4,0,0,20,9,0,-0.07
